3 Biotech,3 Biotech,,2190-5738,Jul 2011,
"Journal of Ocular Biology, Diseases, and Informatics",J Ocul Biol Dis Infor,1936-8437,1936-8445,Mar 2008,Dec 2012
Journal of Ocular Pharmacology and Therapeutics,J Ocul Pharmacol Ther,1080-7683,1557-7732,Jun 2008,
Journal of Oncology,J Oncol,1687-8450,1687-8469,2008,
Journal of Oncology Practice,J Oncol Pract,1554-7477,1935-469X,Jul 2013,
Journal of Ophthalmic Inflammation and Infection,J Ophthalmic Inflamm Infect,,1869-5760,Mar 2011,
Journal of Ophthalmic & Vision Research,J Ophthalmic Vis Res,2008-2010,2008-322X,Jan 2008,
Journal of Ophthalmology,J Ophthalmol,2090-004X,2090-0058,2009,
Journal of Optometry,J Optom,1888-4296,1989-1342,2008,
Journal of Oral and Maxillofacial Pathology : JOMFP,J Oral Maxillofac Pathol,0973-029X,1998-393X,Jan 2009,
Journal of Oral & Maxillofacial Research,J Oral Maxillofac Res,,2029-283X,Jan 2010,
Journal of Oral Microbiology,J Oral Microbiol,,2000-2297,2009,
Journal of Orthodontic Science,J Orthod Sci,2278-1897,2278-0203,Jan 2012,
Journal of Orthopaedics,J Orthop,,0972-978X,Mar 2013,
Journal of Orthopaedic Surgery and Research,J Orthop Surg Res,,1749-799X,2006,
Journal of Orthopaedics and Traumatology : Official Journal of the Italian Society of Orthopaedics and Traumatology,J Orthop Traumatol,1590-9921,1590-9999,Mar 2008,
Journal of Osteoporosis,J Osteoporos,2090-8059,2042-0064,2010,
Journal of Otolaryngology - Head & Neck Surgery,J Otolaryngol Head Neck Surg,1916-0208,1916-0216,2013,
Journal of Ovarian Research,J Ovarian Res,,1757-2215,2008,
Journal of Pain Research,J Pain Res,,1178-7090,2008,
Journal of Palliative Medicine,J Palliat Med,1096-6218,1557-7740,Jun 2008,
Journal of Parasitic Diseases: Official Organ of the Indian Society for Parasitology,J Parasit Dis,0971-7196,0975-0703,Dec 2009,
Journal of Parasitology Research,J Parasitol Res,2090-0023,2090-0031,2009,
Journal of Pathogens,J Pathog,2090-3057,2090-3065,2011,
Journal of Pathology Informatics,J Pathol Inform,2229-5089,2153-3539,2010,
Journal of Pediatric Neurosciences,J Pediatr Neurosci,1817-1745,1998-3948,Jan 2009,
The Journal of Pediatric Pharmacology and Therapeutics : JPPT,J Pediatr Pharmacol Ther,1551-6776,,May 1999,
Journal of Pediatric Psychology,J Pediatr Psychol,0146-8693,1465-735X,Aug 2008,
Journal of the Pediatric Infectious Diseases Society,J Pediatric Infect Dis Soc,2048-7193,2048-7207,Jan 2012,
The Journal of Perinatal Education,J Perinat Educ,1058-1243,1548-8519,Jan 1999,
Journal of Periodontal & Implant Science,J Periodontal Implant Sci,2093-2278,2093-2286,Feb 2010,
Journal of Pharmacy & Bioallied Sciences,J Pharm Bioallied Sci,0976-4879,0975-7406,Jan 2010,
Journal of Pharmaceutical Policy and Practice,J Pharm Policy Pract,,2052-3211,2013,
The Journal of Pharmacology and Experimental Therapeutics,J Pharmacol Exp Ther,0022-3565,1521-0103,Jan 2009,
Journal of Pharmacology & Pharmacotherapeutics,J Pharmacol Pharmacother,0976-500X,0976-5018,Jan 2010,
Journal of Physical Therapy Science,J Phys Ther Sci,0915-5287,2187-5626,May 2013,
The Journal of Physiology,J Physiol,0022-3751,1469-7793,Mar 1878,
Journal of Physiological Anthropology,J Physiol Anthropol,1880-6791,1880-6805,2012,
Journal of Plankton Research,J Plankton Res,0142-7873,1464-3774,Aug 2008,
Journal of Pregnancy,J Pregnancy,2090-2727,2090-2735,2010,
Journal of Prenatal Medicine,J Prenat Med,1971-3282,1971-3290,Jan 2007,
Journal of Pressure Vessel Technology,J Press Vessel Technol,0094-9930,1528-8978,Apr 2008,
Journal of Preventive Medicine and Public Health,J Prev Med Public Health,1975-8375,2233-4521,May 2011,
Journal of Psychiatry & Neuroscience : JPN,J Psychiatry Neurosci,1180-4882,1488-2434,Mar 1991,
The Journal of Psychotherapy Practice and Research,J Psychother Pract Res,1055-050X,2160-0058,Jan 1992,Dec 2011
"Journal of Public Health (Oxford, England)",J Public Health (Oxf),1741-3842,1741-3850,Aug 2008,
Journal of Public Health Research,J Public Health Res,2279-9028,2279-9036,Feb 2012,
Journal of the Royal Society Interface,J R Soc Interface,1742-5689,1742-5662,Nov 2004,
Journal of Radiology Case Reports,J Radiol Case Rep,,1943-0922,2007,
The Journal of Reproduction and Development,J Reprod Dev,0916-8818,1348-4400,Feb 2013,
Journal of Reproduction & Infertility,J Reprod Infertil,2228-5482,2251-676X,Oct 2009,
Journal of Research in Medical Sciences : The Official Journal of Isfahan University of Medical Sciences,J Res Med Sci,1735-1995,1735-7136,Jan 2009,
Journal of Research in Pharmacy Practice,J Res Pharm Pract,2319-9644,2279-042X,Jul 2012,
Journal of RNAi and Gene Silencing : An International Journal of RNA and Gene Targeting Research,J RNAi Gene Silencing,,1747-0854,Aug 2005,
Journal of the Saudi Heart Association,J Saudi Heart Assoc,1016-7315,2212-5043,Jul 2009,
Journal of Signal Transduction,J Signal Transduct,2090-1739,2090-1747,2010,
Journal of Skin Cancer,J Skin Cancer,2090-2905,2090-2913,2011,
Journal of Solar Energy Engineering,J Sol Energy Eng,0199-6231,1528-8986,Jun 2011,
The Journal of Spinal Cord Medicine,J Spinal Cord Med,1079-0268,2045-7723,2005,
Journal of Sports Science & Medicine,J Sports Sci Med,,1303-2968,Mar 2002,
Journal of Stem Cells & Regenerative Medicine,J Stem Cells Regen Med,,0973-7154,2006,
Journal of Stroke,J Stroke,2287-6391,2287-6405,Jan 2013,
Journal of Studies on Alcohol and Drugs,J Stud Alcohol Drugs,1937-1888,1938-4114,Sep 2008,
Journal of Studies on Alcohol and Drugs. Supplement,J Stud Alcohol Drugs Suppl,1946-584X,1946-5858,Sep 2008,
Journal of Surgical Case Reports,J Surg Case Rep,,2042-8812,Jan 2013,
Journal of Surgical Technique and Case Report,J Surg Tech Case Rep,2006-8808,0976-2825,Jan 2010,
Journal of Synchrotron Radiation,J Synchrotron Radiat,0909-0495,1600-5775,May 2008,
The Journal of Tehran University Heart Center,J Tehran Heart Cent,1735-5370,2008-2371,Jan 2010,
Journal of Therapeutic Ultrasound,J Ther Ultrasound,,2050-5736,2013,
Journal of Thermal Science and Engineering Applications,J Therm Sci Eng Appl,1948-5085,1948-5093,Jun 2011,
Journal of Thoracic Disease,J Thorac Dis,2072-1439,2077-6624,Dec 2009,
Journal of Thyroid Research,J Thyroid Res,2090-8067,2042-0072,2010,
Journal of Tissue Engineering,J Tissue Eng,,2041-7314,2010,
Journal of Toxicology,J Toxicol,1687-8191,1687-8205,2009,
Journal of Toxicologic Pathology,J Toxicol Pathol,0914-9198,1881-915X,Mar 2009,
Journal of Traditional and Complementary Medicine,J Tradit Complement Med,,2225-4110,Oct 2011,
Journal of Translational Medicine,J Transl Med,,1479-5876,2003,
Journal of Transplantation,J Transplant,2090-0007,2090-0015,2009,
Journal of Trauma Management & Outcomes,J Trauma Manag Outcomes,,1752-2897,2007,
Journal of Tribology,J Tribol,0742-4787,1528-8897,Jun 2011,
Journal of Tropical Medicine,J Trop Med,1687-9686,1687-9694,2009,
Journal of Tropical Pediatrics,J Trop Pediatr,0142-6338,1465-3664,Aug 2008,
Journal of Turbomachinery,J Turbomach,0889-504X,1528-8900,Jun 2011,
Journal of the Turkish German Gynecological Association,J Turk Ger Gynecol Assoc,1309-0399,1309-0380,2009,
Journal of Ultrasound,J Ultrasound,1971-3495,1876-7931,Mar 2007,
Journal of Undergraduate Neuroscience Education,J Undergrad Neurosci Educ,,1544-2896,Sep 2002,
Journal of Urban Health : Bulletin of the New York Academy of Medicine,J Urban Health,1099-3460,1468-2869,Mar 1998,
"Journal of Vacuum Science & Technology. A, Vacuum, surfaces, and films : an official journal of the American Vacuum Society",J Vac Sci Technol A,0734-2101,,Apr 2008,
"Journal of Vacuum Science and Technology. B, Nanotechnology & Microelectronics",J Vac Sci Technol B Nanotechnol Microelectron,2166-2746,2166-2754,Apr 2008,
Journal of Vascular and Interventional Neurology,J Vasc Interv Neurol,1941-5893,1944-141X,Jan 2008,
Journal of Vascular Research,J Vasc Res,1018-1172,1423-0135,Aug 2009,May 2012
The Journal of Venomous Animals and Toxins Including Tropical Diseases,J Venom Anim Toxins Incl Trop Dis,,1678-9199,2013,
Journal of Venom Research,J Venom Res,,2044-0324,2010,
The Journal of Veterinary Medical Science,J Vet Med Sci,0916-7250,1347-7439,Oct 2013,
Journal of Veterinary Science,J Vet Sci,1229-845X,1976-555X,Mar 2006,
Journal of Vibration and Acoustics,J Vib Acoust,1048-9002,,Jan 2012,
Journal of Virology,J Virol,0022-538X,1098-5514,Feb 1967,
Journal of Vision,J Vis,,1534-7362,May 2012,
Journal of Women's Health,J Womens Health (Larchmt),1540-9996,1931-843X,Jun 2008,
Journal of Wrist Surgery,J Wrist Surg,2163-3916,2163-3924,Aug 2012,
Journal of Young Pharmacists : JYP,J Young Pharm,0975-1483,0975-1505,Jan 2010,Nov 2012
Journal of Young Pharmacists : JYP,J Young Pharm,0975-1483,0975-1505,Jan 2010,Dec 2013
Journal of Zhejiang University. Science. B,J Zhejiang Univ Sci B,1673-1581,1862-1783,Jan 2005,
JAK-STAT,JAKSTAT,2162-3988,2162-3996,Jan 2012,
JIMD Reports,JIMD Rep,2192-8304,2192-8312,2011,
JMIR mHealth and uHealth,JMIR Mhealth Uhealth,,2291-5222,Jan 2013,
JMIR Research Protocols,JMIR Res Protoc,,1929-0748,Jan 2012,
Japanese Clinical Medicine,Jpn Clin Med,,1179-6707,2010,
Japanese Journal of Clinical Oncology,Jpn J Clin Oncol,0368-2811,1465-3621,Aug 2008,
JRSM Cardiovascular Disease,JRSM Cardiovasc Dis,,2048-0040,Apr 2012,
JRSM Open,JRSM Open,,2054-2704,Jan 2014,
JSLS : Journal of the Society of Laparoendoscopic Surgeons,JSLS,1086-8089,1938-3797,Jan 1997,
Jundishapur Journal of Microbiology,Jundishapur J Microbiol,2008-3645,2008-4161,Jan 2014,
Jundishapur Journal of Natural Pharmaceutical Products,Jundishapur J Nat Pharm Prod,1735-7780,2228-7876,Mar 2012,
Kidney & Blood Pressure Research,Kidney Blood Press Res,1420-4096,1423-0143,Sep 2007,May 2012
Knee Surgery & Related Research,Knee Surg Relat Res,2234-0726,2234-2451,Sep 2011,
Korean Circulation Journal,Korean Circ J,1738-5520,1738-5555,Mar 2009,
Korean Journal of Anesthesiology,Korean J Anesthesiol,2005-6419,2005-7563,Jan 2010,
Korean Journal of Audiology,Korean J Audiol,2092-9862,2093-3797,Apr 2012,
Korean Journal of Family Medicine,Korean J Fam Med,2005-6443,2092-6715,Mar 2011,
The Korean Journal of Internal Medicine,Korean J Intern Med,1226-3303,2005-6648,Mar 2005,
Korean Journal of Ophthalmology : KJO,Korean J Ophthalmol,1011-8942,,Mar 2006,
Korean Journal of Orthodontics,Korean J Orthod,2234-7518,2005-372X,Feb 2012,
The Korean Journal of Pain,Korean J Pain,2005-9159,2093-0569,Mar 2010,
The Korean Journal of Parasitology,Korean J Parasitol,0023-4001,1738-0006,Sep 1998,
Korean Journal of Pathology,Korean J Pathol,1738-1843,2092-8920,Feb 2012,
Korean Journal of Pediatrics,Korean J Pediatr,1738-1061,2092-7258,May 2010,
The Korean Journal of Physiology & Pharmacology : Official Journal of the Korean Physiological Society and the Korean Society of Pharmacology,Korean J Physiol Pharmacol,1226-4512,,Feb 2008,
Korean Journal of Radiology,Korean J Radiol,1229-6929,2005-8330,Jan 2000,
Korean Journal of Spine,Korean J Spine,1738-2262,2093-6729,Mar 2013,
The Korean Journal of Thoracic and Cardiovascular Surgery,Korean J Thorac Cardiovasc Surg,2233-601X,2093-6516,Feb 2011,
Korean Journal of Urology,Korean J Urol,2005-6737,2005-6745,Jan 2010,
Laboratory Animal Research,Lab Anim Res,1738-6055,2233-7660,Mar 2011,
Laser Therapy,Laser Ther,0898-5901,1884-7269,2011,
Learning & Memory,Learn Mem,1072-0502,1549-5485,Aug 2008,
Leukemia Research Reports,Leuk Res Rep,,2213-0489,2012,
Leukemia Research and Treatment,Leuk Res Treatment,2090-3219,2090-3227,2011,
The Libyan Journal of Medicine,Libyan J Med,1993-2820,1819-6357,2006,
The Linacre Quarterly,Linacre Q,0024-3639,2050-8549,Feb 2014,
Lipids in Health and Disease,Lipids Health Dis,,1476-511X,2002,
Liver Cancer,Liver Cancer,2235-1795,1664-5553,Jun 2012,
Local and Regional Anesthesia,Local Reg Anesth,,1178-7112,2008,
Longevity & Healthspan,Longev Healthspan,,2046-2395,2012,
Lung India : Official Organ of Indian Chest Society,Lung India,0970-2113,0974-598X,Jan 2008,
Lymphatic Research and Biology,Lymphat Res Biol,1539-6851,1557-8585,Jun 2008,
mAbs,MAbs,1942-0862,1942-0870,Jan 2009,
M&#x000e6;dica,Maedica (Buchar),1841-9038,2069-6116,Jan 2010,
Magnetic Resonance Insights,Magn Reson Insights,,1178-623X,2013,
Malaria Journal,Malar J,,1475-2875,2002,
Malaria Research and Treatment,Malar Res Treat,2090-8075,2044-4362,2010,
Malawi Medical Journal,Malawi Med J,1995-7262,1995-7270,Mar 2007,
The Malaysian Journal of Medical Sciences : MJMS,Malays J Med Sci,1394-195X,2180-4303,Jul 1999,
Marine Drugs,Mar Drugs,,1660-3397,Dec 2003,
Mass Spectrometry,Mass Spectrom (Tokyo),2187-137X,2186-5116,2012,
Materia Socio-Medica,Mater Sociomed,1512-7680,1986-597X,2009,
Mathematical Medicine and Biology,Math Med Biol,1477-8599,1477-8602,Aug 2008,Sep 2013
Mayo Clinic Proceedings,Mayo Clin Proc,0025-6196,1942-5546,Jan 2009,Dec 2012
mBio,mBio,,2150-7511,Jan 2012,
McGill Journal of Medicine : MJM,Mcgill J Med,1201-026X,,Jan 2006,
Medicine 2.0,Med 2 0,,1923-2195,Jan 2012,
Medical Acupuncture,Med Acupunct,1933-6586,,Jun 2008,
"Medical Devices (Auckland, N.Z.)",Med Devices (Auckl),,1179-1470,2008,
Medical Education Online,Med Educ Online,,1087-2981,2008,
Medical Gas Research,Med Gas Res,,2045-9912,2011,
Medical History,Med Hist,0025-7273,,Jan 1957,
Medical History. Supplement,Med Hist Suppl,0950-5571,,1981,Dec 2011
"Medical Hypothesis, Discovery and Innovation in Ophthalmology",Med Hypothesis Discov Innov Ophthalmol,2322-4436,2322-3219,Mar 2012,
"Medical Journal, Armed Forces India",Med J Armed Forces India,0377-1237,,Jan 2012,
Medical Journal of the Islamic Republic of Iran,Med J Islam Repub Iran,1016-1430,2251-6840,Feb 2012,
Medical Law Review,Med Law Rev,0967-0742,1464-3790,Aug 2008,
Medical Mycology Case Reports,Med Mycol Case Rep,,2211-7539,2012,
"Medicina Oral, Patolog&#x000ed;a Oral y Cirug&#x000ed;a Bucal",Med Oral Patol Oral Cir Bucal,1698-4447,1698-6946,Jan 2012,
Medical Physics,Med Phys,0094-2405,,Apr 2008,
Medical Principles and Practice,Med Princ Pract,1011-7571,1423-0151,Aug 2009,May 2012
Medical Science Monitor : International Medical Journal of Experimental and Clinical Research,Med Sci Monit,1234-1010,1643-3750,2011,
Medical Science Monitor Basic Research,Med Sci Monit Basic Res,2325-4394,2325-4416,2013,
Mediators of Inflammation,Mediators Inflamm,0962-9351,1466-1861,1992,
Medicare & Medicaid Research Review,Medicare Medicaid Res Rev,,2159-0354,2011,
Mediterranean Journal of Hematology and Infectious Diseases,Mediterr J Hematol Infect Dis,,2035-3006,2009,
The Medscape Journal of Medicine,Medscape J Med,,1934-1997,2008,Jan 2009
Mem&#x000f3;rias do Instituto Oswaldo Cruz,Mem Inst Oswaldo Cruz,0074-0276,1678-8060,Feb 2013,
Membranes,Membranes (Basel),,2077-0375,Jan 2012,
Mens Sana Monographs,Mens Sana Monogr,0973-1229,1998-4014,Jan 2004,
Mental Health in Family Medicine,Ment Health Fam Med,1756-834X,1756-8358,Mar 2008,Dec 2013
Metal-Based Drugs,Met Based Drugs,0793-0291,1687-5486,1994,Dec 2011
Metabolic Syndrome and Related Disorders,Metab Syndr Relat Disord,1540-4196,1557-8518,Jun 2008,
Metabolites,Metabolites,,2218-1989,Dec 2011,
Methodist DeBakey Cardiovascular Journal,Methodist Debakey Cardiovasc J,1947-6094,1947-6108,Jan 2012,
Microbial Biotechnology,Microb Biotechnol,,1751-7915,Jan 2008,
Microbial Cell Factories,Microb Cell Fact,,1475-2859,2002,
Microbial Drug Resistance,Microb Drug Resist,1076-6294,1931-8448,Jun 2008,
Microbial Ecology in Health and Disease,Microb Ecol Health Dis,0891-060X,1651-2235,2012,
Microbial Informatics and Experimentation,Microb Inform Exp,,2042-5783,2011,May 2014
Microbes and Environments,Microbes Environ,1342-6311,1347-4405,Mar 2012,
Microbiology Insights,Microbiol Insights,,1178-6361,2013,
Microbiology and Molecular Biology Reviews : MMBR,Microbiol Mol Biol Rev,1092-2172,1098-5557,Mar 1997,
Microbiology,Microbiology,1350-0872,1465-2080,Apr 2009,
MicrobiologyOpen,Microbiologyopen,,2045-8827,Mar 2012,
Microbiome,Microbiome,,2049-2618,2013,
Microscopy,Microscopy (Oxf),2050-5698,2050-5701,Jan 2009,
Middle East African Journal of Ophthalmology,Middle East Afr J Ophthalmol,0974-9233,0975-1599,Jan 2008,
Middle East Journal of Digestive Diseases,Middle East J Dig Dis,2008-5230,2008-5249,Jan 2010,
The Milbank Quarterly,Milbank Q,0887-378X,1468-0009,Jan 1997,
Minimally Invasive Surgery,Minim Invasive Surg,2090-1445,2090-1453,2010,
Mobile DNA,Mob DNA,,1759-8753,2010,
Mobile Genetic Elements,Mob Genet Elements,2159-2543,2159-256X,May 2011,
Molecular Autism,Mol Autism,,2040-2392,2010,
Molecular Biology of the Cell,Mol Biol Cell,1059-1524,1939-4586,Jan 1992,
Molecular Biology and Evolution,Mol Biol Evol,0737-4038,1537-1719,Aug 2008,
Molecular Biology International,Mol Biol Int,2090-2182,2090-2190,2010,
Molecular Brain,Mol Brain,,1756-6606,2008,
Molecular Cancer,Mol Cancer,,1476-4598,2002,
Molecular and Cellular Biology,Mol Cell Biol,0270-7306,1098-5549,Jan 1981,
Molecular & Cellular Proteomics : MCP,Mol Cell Proteomics,1535-9476,1535-9484,May 2008,
Molecules and Cells,Mol Cells,1016-8478,0219-1032,Jan 2011,
Molecular and Clinical Oncology,Mol Clin Oncol,2049-9450,2049-9469,Aug 2012,
Molecular Cytogenetics,Mol Cytogenet,,1755-8166,2008,
Molecular Endocrinology,Mol Endocrinol,0888-8809,1944-9917,Jan 2008,
Molecular Genetics & Genomic Medicine,Mol Genet Genomic Med,,2324-9269,May 2013,
Molecular Human Reproduction,Mol Hum Reprod,1360-9947,1460-2407,Aug 2008,
Molecular Imaging and Radionuclide Therapy,Mol Imaging Radionucl Ther,2146-1414,2147-1959,Apr 2011,
Molecular Interventions,Mol Interv,1534-0384,1543-2548,Jan 2009,Dec 2011
Molecular Medicine,Mol Med,1076-1551,1528-3658,Nov 1994,
Molecular Medicine Reports,Mol Med Rep,1791-2997,1791-3004,Aug 2012,
Molecular Metabolism,Mol Metab,,2212-8778,Dec 2012,
Molecular Neurodegeneration,Mol Neurodegener,,1750-1326,2006,
Molecular Pain,Mol Pain,,1744-8069,2005,
Molecular Pharmacology,Mol Pharmacol,0026-895X,1521-0111,Jan 2009,
Molecular Plant,Mol Plant,1674-2052,1752-9867,Aug 2008,
Molecular Syndromology,Mol Syndromol,1661-8769,1661-8777,Jan 2010,
Molecular Systems Biology,Mol Syst Biol,,1744-4292,2005,
Molecular Therapy,Mol Ther,1525-0016,1525-0024,Jan 2009,
Molecular Therapy. Nucleic Acids,Mol Ther Nucleic Acids,,2162-2531,Jan 2012,
Molecular Vision,Mol Vis,,1090-0535,2007,
Monoclonal Antibodies in Immunodiagnosis and Immunotherapy,Monoclon Antib Immunodiagn Immunother,,2167-9436,Jun 2008,
Multiple Sclerosis International,Mult Scler Int,2090-2654,2090-2662,2010,
Multidisciplinary Respiratory Medicine,Multidiscip Respir Med,1828-695X,2049-6958,2010,
"Muscles, Ligaments and Tendons Journal",Muscles Ligaments Tendons J,,2240-4554,Jan 2011,
Mutagenesis,Mutagenesis,0267-8357,1464-3804,Aug 2008,
Mycobiology,Mycobiology,1229-8093,2092-9323,Mar 2005,
North American Journal of Medical Sciences,N Am J Med Sci,2250-1541,1947-2714,Jun 2009,
Nano Reviews,Nano Rev,,2000-5121,2010,
Nanoscale Research Letters,Nanoscale Res Lett,1931-7573,1556-276X,2006,
"Nanotechnology, Science and Applications",Nanotechnol Sci Appl,,1177-8903,2008,
Natural Products and Bioprospecting,Nat Prod Bioprospect,2192-2195,2192-2209,Aug 2011,
Nature and Science of Sleep,Nat Sci Sleep,,1179-1608,2009,
National Journal of Maxillofacial Surgery,Natl J Maxillofac Surg,0975-5950,2229-3418,Jan 2010,
NDT Plus,NDT Plus,1753-0784,1753-0792,Aug 2008,Dec 2011
Neonatology,Neonatology,1661-7800,1661-7819,Feb 2010,May 2012
"Neoplasia (New York, N.Y.)",Neoplasia,1522-8002,1476-5586,Apr 1999,
Nephrology Dialysis Transplantation,Nephrol Dial Transplant,0931-0509,1460-2385,Aug 2008,
Nephron. Clinical Practice,Nephron Clin Pract,1660-8151,1660-2110,Sep 2008,May 2012
Nephron. Experimental Nephrology,Nephron Exp Nephrol,1660-8151,1660-2129,Aug 2009,May 2012
Nephron Extra,Nephron Extra,,1664-5529,Jan 2011,
Nephron. Physiology,Nephron Physiol,1660-8151,1660-2137,Jan 2010,May 2012
Nephro-urology Monthly,Nephrourol Mon,2251-7006,2251-7014,Mar 2012,
Netherlands Heart Journal,Neth Heart J,1568-5888,1876-6250,Apr 2001,
Neural Development,Neural Dev,,1749-8104,2006,
Neural Plasticity,Neural Plast,2090-5904,1687-5443,1998,
Neural Regeneration Research,Neural Regen Res,1673-5374,1876-7958,Jan 2013,
Neural Systems & Circuits,Neural Syst Circuits,,2042-1001,2011,Dec 2012
Neuro-Oncology,Neuro Oncol,1522-8517,1523-5866,Jan 1999,
Neuro-Degenerative Diseases,Neurodegener Dis,1660-2854,1660-2862,Mar 2008,May 2012
Neuroembryology and Aging,Neuroembryology Aging,1661-3406,1661-3414,Mar 2008,Dec 2008
Neuroendocrinology,Neuroendocrinology,0028-3835,1423-0194,Jun 2009,May 2012
Neuroepidemiology,Neuroepidemiology,0251-5350,1423-0208,Nov 2007,May 2012
The Neurohospitalist,Neurohospitalist,1941-8744,1941-8752,Jan 2011,
NeuroImage : Clinical,Neuroimage Clin,,2213-1582,2012,
Neuroimmunomodulation,Neuroimmunomodulation,1021-7401,1423-0216,Jun 2009,May 2012
Neurointervention,Neurointervention,2093-9043,2233-6273,Feb 2011,
Neurology: Clinical Practice,Neurol Clin Pract,2163-0402,2163-0933,Jan 2011,
Neurology International,Neurol Int,2035-8385,2035-8377,Nov 2009,
Neurology Research International,Neurol Res Int,2090-1852,2090-1860,2010,
Neurology,Neurology,0028-3878,1526-632X,Jul 2008,
Neuropsychiatric Disease and Treatment,Neuropsychiatr Dis Treat,1176-6328,1178-2021,Mar 2005,
Neuropsychobiology,Neuropsychobiology,0302-282X,1423-0224,Aug 2009,May 2012
Neuropsychopharmacology,Neuropsychopharmacology,0893-133X,1740-634X,Jan 2010,
Neuro-Signals,Neurosignals,1424-862X,1424-8638,Feb 2009,May 2012
Neurotherapeutics,Neurotherapeutics,1933-7213,1878-7479,Jan 2011,
Nicotine & Tobacco Research,Nicotine Tob Res,1462-2203,1469-994X,Jan 2009,
Nigerian Journal of Surgery : Official Publication of the Nigerian Surgical Research Society,Niger J Surg,1117-6806,2278-7100,Jan 2012,
Nigerian Medical Journal : Journal of the Nigeria Medical Association,Niger Med J,0300-1652,2229-774X,Jan 2011,
Nonlinear Biomedical Physics,Nonlinear Biomed Phys,,1753-4631,2007,Dec 2012
Notes and Records of the Royal Society of London,Notes Rec R Soc Lond,0035-9149,1743-0178,Jan 2009,
Nuclear Medicine and Molecular Imaging,Nucl Med Mol Imaging,1869-3474,1869-3482,Apr 2010,
Nuclear Receptor Signaling,Nucl Recept Signal,,1550-7629,2003,
Nucleic Acid Therapeutics,Nucleic Acid Ther,2159-3337,2159-3345,Jun 2008,
Nucleic Acids Research,Nucleic Acids Res,0305-1048,1362-4962,Jan 1974,
Nucleus,Nucleus,1949-1034,1949-1042,Jan 2010,
NI 2012: Proceedings of the 11th International Congress on Nursing Informatics,Nurs Inform,,2164-6619,2012,
Nursing Research and Practice,Nurs Res Pract,2090-1429,2090-1437,2010,
Nutrition & Diabetes,Nutr Diabetes,,2044-4052,Jan 2011,
Nutrition Journal,Nutr J,,1475-2891,2002,
Nutrition & Metabolism,Nutr Metab (Lond),,1743-7075,2004,
Nutrition and Metabolic Insights,Nutr Metab Insights,,1178-6388,2010,
Nutrition Research and Practice,Nutr Res Pract,1976-1457,2005-6168,Mar 2007,
Nutrients,Nutrients,,2072-6643,Jan 2009,
Obesity Facts,Obes Facts,1662-4025,1662-4033,Oct 2008,May 2012
Obstetrics and Gynecology International,Obstet Gynecol Int,1687-9589,1687-9597,2009,
Obstetrics & Gynecology Science,Obstet Gynecol Sci,2287-8572,2287-8580,Jan 2013,
Occasional paper (Royal College of General Practitioners),Occas Pap R Coll Gen Pract,1352-2450,,Sep 1990,
"Occupational Medicine (Oxford, England)",Occup Med (Lond),0962-7480,1471-8405,Aug 2008,
The Ochsner Journal,Ochsner J,1524-5012,,Jan 1999,
Oligonucleotides,Oligonucleotides,1545-4576,1557-8526,Jun 2008,
Oman Journal of Ophthalmology,Oman J Ophthalmol,0974-620X,0974-7842,Jan 2009,
Oman Medical Journal,Oman Med J,1999-768X,2070-5204,Oct 2007,
OMICS : a Journal of Integrative Biology,OMICS,1536-2310,1557-8100,Jun 2008,
OncoTargets and therapy,Onco Targets Ther,,1178-6930,2008,
Oncogenesis,Oncogenesis,,2157-9024,Feb 2012,
Oncoimmunology,Oncoimmunology,2162-4011,2162-402X,Jan 2012,
Oncology Letters,Oncol Lett,1792-1074,1792-1082,Jan 2012,
Oncology Reports,Oncol Rep,1021-335X,1791-2431,Aug 2012,
The Oncologist,Oncologist,1083-7159,1549-490X,Jan 2010,
Oncology,Oncology,0030-2414,1423-0232,Aug 2008,May 2012
Oncotarget,Oncotarget,,1949-2553,May 2010,
Onkologie,Onkologie,0378-584X,1423-0240,Jan 2010,May 2012
Onkologie,Onkologie,0378-584X,1423-0240,Jan 2010,Dec 2013
Online Journal of Public Health Informatics,Online J Public Health Inform,,1947-2579,2009,
Ontario Health Technology Assessment Series,Ont Health Technol Assess Ser,,1915-7398,2001,
Open Access Journal of Sports Medicine,Open Access J Sports Med,,1179-1543,2010,
The Open AIDS Journal,Open AIDS J,,1874-6136,2007,
The Open Biochemistry Journal,Open Biochem J,,1874-091X,2007,
Open Biology,Open Biol,,2046-2441,Sep 2011,
The Open Biomedical Engineering Journal,Open Biomed Eng J,,1874-1207,2007,
The Open Cardiovascular Medicine Journal,Open Cardiovasc Med J,,1874-1924,2007,
The Open Dentistry Journal,Open Dent J,,1874-2106,2007,
Open Medicine,Open Med,,1911-2092,2007,
The Open Medicinal Chemistry Journal,Open Med Chem J,,1874-1045,2007,
The Open Medical Informatics Journal,Open Med Inform J,,1874-4311,2007,
The Open Microbiology Journal,Open Microbiol J,,1874-2858,2007,
The Open Neuroimaging Journal,Open Neuroimag J,,1874-4400,2007,
The Open Neurology Journal,Open Neurol J,,1874-205X,2007,
The Open Nursing Journal,Open Nurs J,,1874-4346,2007,
The Open Ophthalmology Journal,Open Ophthalmol J,,1874-3641,2007,
The Open Orthopaedics Journal,Open Orthop J,,1874-3250,2007,
The Open Respiratory Medicine Journal,Open Respir Med J,,1874-3064,2007,
